,A,B,C,G,R,X6,X8
1000,9,795.29,739.75,68.99,902,96.7849,0.3144
1001,9,781.96,729.76,71.45,677,93.353,0.3197
1002,9,779.18,729.76,71.45,695,91.0791,0.3209
1003,8,760.01,649.78,71.45,947,38.0148,0.3463
1004,8,758.43,649.78,72.31,948,39.135,0.34700000000000003
1005,10,774.46,709.76,69.79,515,82.7184,0.3228
1006,9,789.18,709.76,69.79,584,67.2945,0.3168
1007,7,716.76,559.81,71.45,1232,44.236999999999995,0.3139
1008,7,665.73,559.81,73.2,660,45.0,0.1431
1009,9,728.48,609.8,70.61,2920,25.7192,0.2112
1010,9,743.85,639.79,70.61,1878,27.5293,0.2068
1011,8,764.07,599.8,63.85,3852,42.9387,0.2476
1012,7,806.02,599.8,63.18,4434,25.0113,0.1772
1013,7,765.69,629.79,63.18,1957,46.7552,0.1765
1014,7,700.5,619.79,68.99,1156,44.8962,0.1393
1015,8,684.89,619.79,70.61,742,68.5984,0.3205
1016,9,737.7,439.85,47.63,22353,72.2453,0.2433
1017,10,705.55,439.85,47.63,39513,37.7218,0.2238
1018,10,714.05,339.89,40.01,49866,32.2404,0.1601
1019,11,677.61,339.89,40.01,33411,86.274,0.1197
1020,12,623.49,519.83,47.63,16226,52.0954,0.3487
1021,12,639.56,539.82,47.63,12581,54.7333,0.3554
1022,9,678.58,559.81,77.95,1502,26.6977,0.1404
1023,9,702.2,599.8,73.2,627,70.1754,0.2431
1024,11,618.73,509.83,73.2,725,43.5862,0.1376
1025,8,604.38,509.83,73.2,763,57.0118,0.1379
1026,9,711.76,559.81,70.61,2161,39.056,0.2459
1027,10,792.02,709.76,69.79,609,66.1741,0.2886
1028,9,812.01,759.75,65.96,1128,43.9716,0.2815
1029,7,799.73,659.78,65.96,1612,25.8685,0.1786
1030,7,764.34,629.79,65.96,2088,30.5556,0.1414
1031,7,761.59,629.79,65.96,1809,33.1122,0.2764
1032,8,752.38,619.79,73.2,1322,56.354,0.2798
1033,7,759.75,619.79,71.45,1346,45.7652,0.2846
1034,7,795.45,719.76,71.45,405,83.7037,0.2874
1035,7,792.51,669.78,70.61,798,51.3784,0.1402
1036,7,788.35,669.78,69.79,1065,23.9437,0.1409
1037,7,791.4,729.76,69.79,622,40.836,0.2808
1038,8,772.17,739.75,73.2,310,97.0968,0.28
1039,7,763.26,699.77,74.1,453,61.1479,0.2833
1040,8,738.73,679.77,74.1,361,60.9418,0.2777
1041,8,718.01,629.79,65.96,2132,20.7786,0.1393
1042,8,722.84,629.79,65.96,1953,39.5289,0.1774
1043,9,758.4,649.78,65.24,1667,51.1098,0.1426
1044,8,790.01,729.76,65.24,1334,46.9265,0.2813
1045,8,770.01,719.76,71.45,601,70.2163,0.1404
1046,9,760.02,699.77,71.45,752,63.9628,0.2489
1047,8,782.24,709.76,69.79,872,67.8899,0.2486
1048,7,793.35,709.76,67.44,1145,56.5939,0.2451
1049,9,716.51,579.81,67.44,1396,43.7679,0.2442
1050,9,700.02,579.81,71.45,1180,34.8305,0.1786
1051,8,769.19,679.77,72.31,949,82.2972,0.2167
