,A,B,C,G,R,X6,X8
0,7,852.75,339.89,63.85,3198,74.2964,0.1777
1,7,862.21,339.89,63.85,3475,65.6978,0.1812
2,8,888.77,849.72,63.85,443,90.5192,0.21100000000000002
3,8,873.65,809.73,63.85,752,97.6064,0.2081
4,8,882.61,809.73,63.18,927,80.7983,0.1827
5,8,910.66,839.72,61.24,831,58.4838,0.2125
6,6,907.76,829.72,61.24,660,81.0606,0.1777
7,7,907.12,829.72,61.24,813,91.3899,0.2134
8,7,923.89,879.71,61.24,634,96.3722,0.2444
9,7,934.36,859.71,60.02,673,70.1337,0.2141
10,7,934.02,859.71,60.02,645,79.3798,0.2141
11,7,948.3,859.71,58.84,916,65.393,0.2182
12,7,948.35,829.72,58.84,1467,83.3674,0.2109
13,6,943.69,829.72,57.71,1418,71.7913,0.2119
14,6,955.54,849.72,57.71,1127,83.3185,0.2165
15,7,932.69,839.72,60.02,954,73.8994,0.2144
16,5,924.36,839.72,60.63,874,84.7826,0.2164
17,5,937.35,859.71,57.71,1372,90.7434,0.2134
18,5,959.68,869.71,57.71,1161,95.6072,0.2084
19,5,967.61,869.71,57.16,1299,83.3718,0.2138
20,5,956.23,779.74,57.16,2152,61.7565,0.2164
21,4,967.95,779.74,56.62,1988,47.2334,0.2138
22,5,986.22,879.71,56.62,1238,88.9338,0.2098
23,6,948.35,879.71,58.84,1368,92.1784,0.24600000000000002
24,6,949.34,869.71,57.16,1649,84.7787,0.2179
25,6,983.6,869.71,57.16,1299,79.1378,0.2179
26,6,957.01,839.72,57.71,1551,61.8311,0.209
27,6,804.3,599.8,59.43,2808,40.99,0.2131
28,5,764.75,599.8,66.69,2193,24.2134,0.2179
29,7,866.98,719.76,60.63,1401,53.3191,0.2097
30,6,909.7,779.74,56.09,1117,68.3975,0.2482
31,5,955.68,789.74,56.09,1783,56.59,0.2093
32,6,947.35,869.71,58.84,856,84.1121,0.2463
33,9,931.02,859.71,58.84,1097,87.1468,0.2506
34,7,940.35,859.71,56.09,1752,64.4977,0.2481
35,6,990.38,869.71,55.57,1605,88.97200000000001,0.2164
36,7,885.33,349.88,43.81,11476,90.5978,0.2118
37,7,837.46,349.88,43.81,12399,93.0962,0.1926
38,7,899.7,759.75,55.57,5125,47.6488,0.1647
39,11,848.72,419.86,55.57,11296,82.0113,0.2357
40,13,770.43,319.89,44.79,74403,61.5257,0.2686
41,7,935.35,789.74,58.84,1793,49.9163,0.1782
42,8,973.47,829.72,56.62,1232,90.0162,0.1771
43,8,934.69,759.75,57.16,1958,43.5138,0.214
44,11,797.23,359.88,61.88,7367,22.0171,0.1344
45,13,649.46,309.9,43.18,27635,38.2088,0.149
46,11,783.98,309.9,43.18,26570,82.0399,0.11599999999999999
47,7,900.02,769.74,59.43,2364,32.9949,0.1434
48,9,890.95,729.76,59.43,1674,46.1171,0.2105
49,8,887.2,809.73,62.52,748,82.6203,0.2113
50,6,895.83,809.73,62.52,813,78.3518,0.1801
51,7,907.76,829.72,61.88,532,72.3684,0.1777
52,7,916.79,799.73,58.27,1047,63.6103,0.1759
53,6,874.08,729.76,58.27,2609,38.5205,0.2145
54,7,860.32,729.76,61.88,1446,64.592,0.2113
55,5,925.18,819.73,59.43,1330,80.8271,0.1743
56,7,943.69,889.7,59.43,1012,88.7352,0.1766
57,7,940.02,839.72,59.43,1038,78.9981,0.2128
58,6,946.93,839.72,58.27,1026,87.1345,0.2185
59,5,937.35,789.74,57.71,1161,75.6245,0.2134
60,5,890.95,789.74,57.71,1445,34.2561,0.2455
61,7,905.18,829.72,61.24,747,78.581,0.2138
62,7,935.69,869.71,60.63,735,88.0272,0.2138
63,5,921.36,849.72,60.63,789,87.9594,0.2171
64,7,929.02,849.72,59.43,1062,83.3333,0.2153
65,6,941.69,869.71,59.43,869,92.6352,0.177
66,5,936.02,869.71,60.63,649,82.7427,0.2137
67,6,945.35,869.71,57.16,896,76.6741,0.2116
68,5,953.13,849.72,57.16,1011,84.0752,0.2171
69,6,966.57,849.72,57.71,1148,78.4843,0.2141
70,6,941.41,809.73,57.71,1075,63.5349,0.2198
71,4,953.13,809.73,56.62,1364,84.0909,0.2171
72,6,943.02,799.73,56.62,1369,70.7816,0.2474
73,6,939.69,799.73,57.71,1456,64.6291,0.2128
74,5,966.57,879.71,57.71,1122,95.2763,0.2141
75,7,941.35,829.72,55.57,1855,73.6388,0.2479
76,8,972.09,829.72,54.07,3026,66.5896,0.2128
77,6,1010.73,929.69,54.07,1892,77.4841,0.1767
78,6,991.81,919.69,55.57,926,94.9244,0.2161
79,7,971.82,889.7,57.16,1540,74.0909,0.2205
80,5,982.17,889.7,57.16,1309,80.3667,0.2182
81,6,999.31,929.69,56.09,1143,94.4882,0.2144
82,6,980.02,879.71,56.62,1293,65.5839,0.2111
83,7,944.35,849.72,56.62,1530,68.2353,0.2118
84,6,982.43,849.72,54.07,3365,78.2764,0.2106
85,6,1012.88,879.71,54.07,1807,95.7941,0.2116
86,5,963.13,849.72,55.57,1650,70.9697,0.2148
87,5,936.69,849.72,59.43,1271,71.8332,0.2135
88,7,953.13,879.71,57.71,1384,71.02600000000001,0.2171
89,6,981.82,889.7,56.62,1202,67.0549,0.2183
90,6,1002.17,929.69,56.62,1097,89.6992,0.2138
91,7,949.35,839.72,57.16,1016,74.8031,0.2458
92,4,947.02,839.72,55.06,1387,83.4895,0.2112
93,6,1016.33,909.7,54.07,1809,85.9038,0.2187
94,6,1012.52,889.7,54.07,1432,83.7291,0.1764
95,6,957.68,799.73,55.57,2230,56.278,0.2088
96,6,981.46,799.73,53.59,2573,66.1485,0.2183
97,6,1021.88,899.7,54.56,1269,62.8054,0.2175
98,8,968.3,859.71,56.62,999,57.0571,0.2137
99,6,974.16,859.71,54.07,1704,96.4202,0.2124
100,5,1001.45,919.69,54.07,1581,87.0335,0.214
101,6,966.57,759.75,54.56,1606,60.2117,0.1427
102,7,857.29,509.83,41.11,18203,69.3677,0.1767
103,8,832.66,509.83,41.11,16405,72.612,0.2119
104,6,944.35,789.74,55.06,1949,89.8923,0.1765
105,6,980.74,889.7,55.06,2047,55.3004,0.1457
106,7,936.35,409.86,56.09,7584,66.1261,0.2492
107,6,968.3,409.86,55.06,6358,73.5451,0.2849
108,5,1001.45,889.7,55.06,1019,85.6722,0.214
109,9,965.54,889.7,57.71,1114,79.3537,0.2143
110,7,884.08,659.78,59.43,3468,29.1811,0.1767
111,6,827.15,659.78,60.02,1188,50.8418,0.1727
112,7,862.74,689.77,62.52,2086,57.2387,0.2107
113,7,874.08,739.75,62.52,595,90.2521,0.2145
114,8,876.58,829.72,65.24,423,83.6879,0.2496
115,7,885.64,829.72,63.18,625,48.96,0.247
116,8,880.02,829.72,63.18,443,69.52600000000001,0.2486
117,7,871.9,789.74,62.52,844,45.7346,0.2151
118,8,890.02,789.74,61.88,777,57.4003,0.2458
119,8,884.39,809.73,62.52,585,59.6581,0.2473
120,8,888.09,809.73,61.88,586,74.0614,0.2179
121,7,908.41,809.73,61.24,1222,41.9804,0.2131
122,6,905.64,809.73,61.24,1004,40.3386,0.2415
123,9,890.02,809.73,63.18,773,62.2251,0.2107
124,8,879.08,809.73,63.85,927,74.11,0.2133
125,8,877.83,819.73,65.24,651,84.9462,0.2136
126,7,879.39,819.73,63.85,640,94.6875,0.2488
127,8,912.92,849.72,59.43,778,91.0026,0.2473
128,8,933.36,869.71,59.43,987,62.9179,0.2143
129,7,901.63,829.72,59.43,1115,78.0269,0.2147
130,6,894.22,829.72,62.52,979,90.6027,0.2165
131,8,889.38,839.72,62.52,770,86.8831,0.2176
132,7,908.41,839.72,60.02,936,79.8077,0.2131
133,7,921.63,439.85,48.4,9504,91.2247,0.315
134,8,906.79,439.85,48.4,9277,94.0067,0.249
135,7,918.08,829.72,61.24,1025,70.1463,0.24600000000000002
136,7,910.34,849.72,61.24,760,96.9737,0.2126
137,7,894.86,849.72,63.18,759,88.8011,0.2163
138,8,913.57,849.72,59.43,1063,83.1609,0.2472
139,7,885.02,329.89,59.43,3868,62.7198,0.3178
140,8,869.1,329.89,64.54,3689,72.4044,0.2092
141,7,893.45,819.73,62.52,729,75.7202,0.2448
142,8,869.71,739.75,62.52,1323,65.8352,0.2156
143,9,877.52,739.75,60.02,1504,85.0399,0.2493
144,9,937.02,829.72,59.43,1067,68.6973,0.2134
145,7,927.36,839.72,59.43,1156,64.1003,0.2157
146,8,912.28,839.72,60.63,1030,82.8155,0.2122
147,8,914.53,869.71,61.24,652,85.7362,0.2469
148,8,917.44,869.71,60.63,847,81.5821,0.2461
149,9,936.69,869.71,60.02,1111,93.4293,0.1779
150,7,911.95,809.73,60.63,696,65.0862,0.2122
151,6,895.51,809.73,61.24,1118,49.8211,0.2161
152,8,914.21,839.72,61.24,801,83.0212,0.247
153,8,894.7,809.73,62.52,782,68.1586,0.2096
154,7,900.67,809.73,60.02,1257,73.5879,0.2149
155,8,926.02,849.72,60.02,831,77.6173,0.21600000000000003
156,7,909.05,819.73,60.63,968,63.7397,0.2129
157,7,916.15,819.73,60.02,1331,70.84899999999999,0.2465
158,8,941.02,869.71,60.02,1092,83.6081,0.2125
159,7,908.08,809.73,60.63,668,68.5629,0.2131
160,7,877.21,809.73,64.54,637,68.7598,0.2138
161,7,891.58,729.76,57.71,2302,34.1442,0.1402
162,8,929.36,729.76,57.71,3152,27.9188,0.2511
163,7,939.69,859.71,58.84,1093,80.4209,0.2202
164,7,916.47,849.72,61.88,865,74.3353,0.2112
165,9,909.7,839.72,61.88,793,49.6847,0.2482
166,8,927.69,849.72,60.02,960,84.7917,0.2515
167,7,919.37,859.71,61.24,852,93.0751,0.2105
168,7,894.7,829.72,63.18,666,75.5255,0.2096
169,7,887.52,829.72,62.52,987,78.7234,0.2113
170,7,913.89,839.72,60.02,994,81.1871,0.2118
171,8,926.69,849.72,60.02,1024,82.6172,0.2158
172,7,921.69,799.73,57.16,1520,73.2237,0.217
173,7,839.72,619.79,57.16,1911,40.3454,0.2102
174,7,822.08,619.79,60.63,1608,46.70399999999999,0.1789
175,6,918.73,719.76,60.63,990,93.2323,0.2107
176,7,911.95,829.72,60.63,837,82.9152,0.2122
177,8,925.36,829.72,57.71,1793,61.1824,0.1801
178,7,933.02,829.72,57.71,1934,51.8097,0.2144
179,6,947.02,839.72,58.27,1197,62.6566,0.2112
180,8,921.63,829.72,60.02,1012,77.668,0.21
181,9,895.01,829.72,62.52,740,79.1892,0.2444
182,7,916.15,829.72,60.63,1127,55.9006,0.1761
183,8,933.02,839.72,60.63,821,79.1717,0.2144
184,7,924.03,859.71,61.24,541,68.7616,0.2165
185,7,911.7,859.71,62.52,616,72.2403,0.1828
186,7,909.37,849.72,61.24,869,75.0288,0.2128
187,6,920.02,849.72,60.63,696,67.3851,0.2104
188,8,949.68,849.72,57.71,1710,50.4094,0.2106
189,7,952.1,849.72,57.71,1050,65.9048,0.2173
190,7,938.31,869.71,60.02,605,88.2645,0.2205
191,5,932.02,809.73,58.84,1660,53.012,0.2146
192,5,947.68,809.73,57.71,1386,59.2352,0.21100000000000002
193,6,945.89,849.72,57.71,1016,76.9685,0.2187
194,7,916.79,849.72,60.63,761,86.4652,0.2111
195,8,894.39,839.72,63.18,408,77.6961,0.2096
196,8,898.09,839.72,63.18,582,91.0653,0.2155
197,6,909.7,829.72,61.24,727,78.1293,0.2128
198,6,925.18,829.72,60.02,967,56.0496,0.2092
199,7,931.36,829.72,60.02,891,71.8294,0.2147
200,7,914.36,829.72,61.24,993,62.5378,0.2187
201,7,917.44,849.72,61.24,613,76.8352,0.21100000000000002
202,9,888.45,669.78,61.24,1230,54.2276,0.21100000000000002
203,9,748.7,619.79,63.85,1694,55.608000000000004,0.1406
204,11,637.97,569.81,53.12,5381,81.286,0.2138
205,11,618.05,569.81,53.12,5154,75.9798,0.1759
206,11,650.45,389.87,46.89,11969,66.2628,0.3416
207,12,636.09,519.83,46.89,11998,83.1472,0.3418
208,11,587.36,409.86,75.03,892,39.1256,0.3405
209,9,666.97,359.88,37.51,54132,68.8539,0.2343
210,9,827.32,359.88,37.51,40970,52.5775,0.1934
211,7,955.89,529.82,52.65,2700,86.2222,0.1804
212,6,972.78,889.7,57.71,940,92.8723,0.1772
213,6,962.78,879.71,57.71,1134,87.3898,0.1791
214,8,975.88,879.71,57.71,1086,78.361,0.1767
215,8,974.68,869.71,58.27,1038,68.7861,0.2199
216,7,876.9,709.76,40.55,16197,63.6414,0.1426
217,10,781.96,709.76,40.55,13586,66.3035,0.1776
218,9,815.73,709.76,65.24,892,61.0987,0.2102
219,7,857.59,759.75,65.24,1130,71.0619,0.212
220,8,799.46,629.79,41.39,15801,55.4395,0.1737
221,8,742.38,619.79,41.39,16301,52.2974,0.2481
222,8,772.8,619.79,60.02,2272,49.4718,0.1438
223,6,829.15,779.74,60.02,710,80.4225,0.1723
224,6,791.68,739.75,68.2,264,60.6061,0.2105
225,9,762.72,669.78,73.2,717,46.583,0.2481
226,8,774.88,669.78,68.99,704,75.142,0.2093
227,9,751.59,559.81,47.26,10770,93.2126,0.2101
228,11,686.72,409.86,47.26,24150,85.9545,0.1618
229,11,690.98,409.86,45.82,45897,60.7251,0.1316
230,11,763.86,389.87,39.23,99096,81.9973,0.1925
231,10,695.24,319.89,39.23,55747,80.0187,0.2055
232,10,637.99,319.89,63.85,3328,46.875,0.201
233,9,808.3,529.82,38.97,46561,58.7595,0.1326
234,8,913.83,629.79,38.97,46653,90.095,0.2264
235,8,929.37,839.72,59.43,1020,76.8627,0.1736
236,7,930.02,849.72,59.43,1120,76.9643,0.1792
237,8,936.35,849.72,59.43,1258,91.0175,0.1424
238,7,939.35,759.75,57.16,2341,53.8232,0.2129
239,6,895.19,719.76,56.62,1537,61.3533,0.1802
240,10,768.66,649.78,56.62,4738,37.5475,0.1758
241,10,715.01,599.8,56.09,5459,51.4563,0.1399
242,9,853.35,599.8,56.09,6395,53.6513,0.2131
243,7,1015.73,929.69,55.57,1238,93.538,0.21100000000000002
244,7,1009.29,919.69,55.57,1202,73.7105,0.2202
245,6,876.27,539.82,56.09,3342,41.9509,0.1427
246,6,850.03,539.82,58.84,4033,41.6811,0.1471
247,4,927.36,709.76,57.16,3889,31.421999999999997,0.2157
248,7,814.73,649.78,44.79,11912,48.278999999999996,0.2166
249,6,833.55,649.78,44.79,18102,55.0602,0.2117
250,8,979.67,819.73,55.06,2558,57.5059,0.2112
251,7,991.81,899.7,55.57,886,76.4108,0.1801
252,7,927.36,769.74,59.43,2035,48.0098,0.1438
253,8,828.55,629.79,60.63,1206,71.2272,0.142
254,7,828.55,629.79,60.63,2399,59.1496,0.1775
255,8,917.11,799.73,60.63,1393,62.9576,0.1759
256,7,901.31,759.75,61.24,1296,46.0648,0.179
257,9,861.33,599.8,60.02,3253,34.4912,0.1873
258,9,815.39,359.88,43.81,19584,53.4518,0.1226
259,8,812.54,359.88,43.81,36368,87.445,0.1538
260,9,849.03,769.74,65.24,1274,48.2732,0.1625
261,10,865.04,719.76,43.81,8242,88.5707,0.1156
262,9,854.72,719.76,43.81,8472,81.9287,0.1721
263,9,861.23,759.75,63.85,1552,88.5309,0.1407
264,10,864.09,759.75,62.52,1188,77.6936,0.1447
265,8,865.84,759.75,62.52,1260,54.2857,0.149
266,9,869.71,759.75,61.88,1240,84.5161,0.1484
267,11,831.19,429.86,61.88,4903,59.535,0.3539
268,8,750.28,329.89,47.26,13921,82.6665,0.2105
269,9,690.01,329.89,39.49,24704,37.8157,0.138
270,9,704.77,559.81,51.3,8194,52.928999999999995,0.1419
271,7,848.81,649.78,57.16,2533,38.7288,0.2142
272,5,927.02,759.75,57.16,1718,56.9267,0.1798
273,7,919.05,859.71,60.02,834,78.2974,0.1755
274,7,899.08,849.72,63.18,512,92.5781,0.1738
275,7,896.8,819.73,63.18,749,75.1669,0.1799
276,7,905.83,819.73,61.88,780,83.0769,0.1781
277,7,906.79,849.72,61.88,701,85.3067,0.2134
278,7,904.54,849.72,61.88,629,91.4149,0.214
279,6,916.47,829.72,60.02,802,58.7282,0.2112
280,5,935.02,829.72,60.02,731,66.2107,0.2139
281,6,935.69,819.73,60.02,860,85.6977,0.2138
282,6,919.36,819.73,62.52,691,82.055,0.2175
283,6,911.63,859.71,62.52,577,94.1075,0.2123
284,9,900.95,839.72,63.85,595,84.3697,0.1734
285,7,898.41,829.72,63.18,738,61.3821,0.2154
286,6,898.73,829.72,63.18,837,72.6404,0.2154
287,6,861.83,699.77,63.18,1133,40.2471,0.2461
288,7,840.93,699.77,61.88,2129,42.3673,0.1802
289,7,878.77,749.75,61.24,1642,51.0962,0.2134
290,7,869.1,799.73,64.54,472,68.0085,0.2092
291,7,859.71,799.73,65.96,572,71.8531,0.2115
292,8,831.49,709.76,65.96,823,48.6027,0.2122
293,8,835.02,709.76,65.96,1088,31.7096,0.1761
294,7,871.27,819.73,65.96,501,89.022,0.1793
295,6,884.08,839.72,64.54,493,78.0933,0.1767
296,5,882.52,829.72,64.54,473,66.3848,0.2125
297,6,852.44,729.76,63.85,1124,61.032,0.2133
298,8,804.02,729.76,65.24,1791,33.1658,0.1777
299,8,756.85,639.79,71.45,1094,47.532,0.2086
300,9,755.8,639.79,68.2,1558,53.466,0.1741
301,8,801.16,709.76,68.2,2078,34.0712,0.214
302,7,802.59,739.75,68.2,1148,27.9617,0.17800000000000002
303,9,780.82,699.77,72.31,391,63.4271,0.2423
304,9,730.53,639.79,74.1,659,32.3217,0.2457
305,8,715.92,639.79,70.61,1007,59.3843,0.1433
306,7,756.85,659.78,70.61,2392,43.4783,0.1391
307,7,782.79,689.77,70.61,934,56.2099,0.1774
308,8,784.74,719.76,70.61,748,54.2781,0.2124
309,9,753.43,649.78,72.31,630,52.2222,0.2445
310,7,749.49,649.78,73.2,672,68.8988,0.2458
311,9,772.8,729.76,73.2,491,79.4297,0.2157
312,9,772.72,719.76,73.2,390,57.6923,0.2099
313,8,740.81,659.78,74.1,597,49.9162,0.2131
314,8,734.88,659.78,70.61,1929,20.5288,0.2094
315,8,751.33,639.79,70.61,1733,34.622,0.1751
316,8,730.81,639.79,74.1,839,76.0429,0.1801
317,8,753.43,639.79,74.1,644,54.1925,0.2096
318,8,774.74,709.76,72.31,502,55.3785,0.1793
319,8,783.35,709.76,71.45,867,58.2468,0.1773
320,7,788.07,739.75,71.45,548,88.3212,0.2115
321,7,771.9,649.78,71.45,703,45.2347,0.2101
322,9,744.49,649.78,73.2,999,30.9309,0.1767
323,10,761.1,669.78,69.79,1057,55.913000000000004,0.1776
324,8,779.74,659.78,68.99,2314,24.6327,0.1733
325,7,805.45,659.78,68.2,1809,27.8607,0.1774
326,8,791.68,659.78,68.2,574,52.2648,0.1754
327,8,762.72,659.78,74.1,433,53.8106,0.2126
328,9,757.86,689.77,73.2,391,56.7775,0.1783
329,8,728.22,629.79,74.1,765,40.0,0.1408
330,8,733.09,629.79,74.1,744,48.9247,0.1399
331,7,760.29,709.76,71.45,663,65.3092,0.1777
332,7,797.79,709.76,70.61,600,81.5,0.1741
333,8,792.24,689.77,71.45,496,60.8871,0.2104
334,10,727.45,619.79,73.2,981,41.896,0.1762
335,9,743.17,619.79,67.44,2019,33.6305,0.2125
336,8,797.73,709.76,68.99,551,68.4211,0.1791
337,7,782.79,669.78,69.79,1203,44.4722,0.1774
338,8,775.15,669.78,70.61,1221,55.773999999999994,0.1743
339,8,773.26,719.76,73.2,369,89.7019,0.2097
340,9,760.56,619.79,66.69,1567,48.5641,0.2132
341,10,781.96,619.79,66.69,2882,35.7391,0.2131
342,9,800.01,699.77,68.99,1250,46.48,0.1736
343,8,788.07,739.75,70.61,343,77.2595,0.1762
344,8,787.24,749.75,71.45,288,84.375,0.2117
345,8,812.01,499.83,59.43,3441,91.485,0.1759
346,6,876.27,499.83,58.27,5219,69.9559,0.2496
347,7,872.13,609.8,58.27,2522,35.9239,0.2085
348,9,761.06,339.89,44.79,12826,71.8073,0.1729
349,11,693.52,339.89,58.27,5748,73.3299,0.2523
350,11,628.68,539.82,58.27,2797,28.4233,0.1414
351,8,640.7,539.82,76.95,1309,79.6028,0.1774
352,7,769.2,629.79,66.69,1374,87.2635,0.2108
353,8,858.8,759.75,61.88,1325,50.4906,0.2117
354,7,868.5,669.78,61.24,2524,53.3281,0.2094
355,8,840.31,669.78,61.24,1727,36.9427,0.245
356,6,863.35,719.76,61.88,964,76.3485,0.2106
357,7,882.93,809.73,63.18,578,78.0277,0.1827
358,6,885.51,809.73,64.54,767,82.399,0.1821
359,7,866.59,779.74,64.54,1074,56.4246,0.2164
360,6,864.71,779.74,63.85,1107,61.9693,0.2168
361,6,838.84,679.77,63.85,1370,42.2628,0.1753
362,6,875.33,679.77,56.62,1532,73.4334,0.2142
363,7,987.17,819.73,56.62,1652,74.6973,0.1809
364,6,995.03,929.69,55.06,1317,68.48899999999999,0.1795
365,7,990.01,919.69,55.06,1708,78.4543,0.209
366,7,859.41,689.77,57.16,2314,55.013000000000005,0.2116
367,7,845.78,689.77,56.09,1657,67.592,0.1433
368,5,975.03,839.72,56.09,2347,59.9063,0.1832
369,6,967.61,839.72,56.62,2153,56.8045,0.1782
370,7,963.68,849.72,57.71,1646,49.1495,0.17300000000000001
371,7,946.58,849.72,57.71,1139,56.013999999999996,0.1821
372,7,945.2,839.72,56.62,1527,80.4191,0.1824
373,8,944.17,839.72,56.62,1496,61.3636,0.1826
374,5,962.35,889.7,57.16,1231,85.3777,0.1732
375,5,963.47,869.71,57.16,981,93.8838,0.179
376,4,969.68,869.71,57.16,690,95.94200000000001,0.1842
377,5,981.74,909.7,57.16,969,78.6378,0.2107
378,6,955.01,849.72,57.71,1581,59.961999999999996,0.2094
379,4,968.64,819.73,56.09,2079,68.3983,0.2136
380,5,972.09,869.71,56.09,1262,94.4532,0.2128
381,6,964.16,869.71,55.57,1464,71.2432,0.2146
382,6,990.38,929.69,55.57,1126,89.0764,0.2164
383,6,953.48,879.71,57.71,819,78.2662,0.217
384,4,966.57,879.71,54.56,1840,58.913000000000004,0.2141
385,5,1008.95,879.71,54.56,2063,71.6432,0.2124
386,7,966.23,849.72,56.09,1484,86.186,0.2141
387,6,972.43,849.72,56.09,1446,79.3914,0.2128
388,6,1011.09,919.69,56.09,1334,93.4783,0.2119
389,6,975.19,879.71,56.62,1177,91.164,0.2122
390,8,935.02,829.72,58.27,1644,81.0219,0.2496
391,7,922.69,819.73,56.62,2544,94.3789,0.2168
392,5,973.47,849.72,55.06,2196,95.8106,0.2125
393,6,972.43,879.71,55.06,1619,87.7085,0.2128
394,7,923.89,799.73,60.02,1578,78.5805,0.2095
395,7,779.74,479.84,47.26,11853,53.6067,0.2426
396,9,710.01,479.84,47.26,8635,71.7082,0.1408
397,9,749.75,669.78,69.79,1934,35.1086,0.2163
398,6,838.21,669.78,60.63,2376,56.0185,0.1808
399,6,931.02,839.72,60.63,1316,89.0578,0.179
400,6,957.96,859.71,57.71,917,70.5562,0.14400000000000002
401,7,975.54,809.73,56.62,1997,45.1177,0.1767
402,5,970.71,889.7,56.62,1229,73.393,0.1776
403,7,944.69,849.72,58.84,1133,86.5843,0.1764
404,4,964.85,849.72,56.62,1330,78.4211,0.2144
405,5,985.19,899.7,56.62,1312,81.4787,0.175
406,6,948.99,869.71,58.84,1132,72.6148,0.1817
407,5,971.06,869.71,56.62,1474,64.4505,0.2131
408,5,935.35,819.73,56.62,2086,53.6433,0.1782
409,5,894.54,819.73,61.88,873,71.7068,0.2164
410,6,910.03,829.72,60.63,741,59.5142,0.2564
411,6,885.33,719.76,60.63,1088,71.0478,0.1765
412,6,859.41,719.76,63.18,1315,72.5475,0.2116
413,7,902.6,809.73,61.24,1019,87.5368,0.1787
414,6,932.36,869.71,59.43,1007,87.9841,0.1788
415,4,935.35,839.72,59.43,1015,83.8424,0.2138
416,4,943.69,869.71,60.02,935,92.1925,0.1766
417,6,944.35,869.71,60.02,783,70.3704,0.2118
418,5,955.54,869.71,58.84,789,78.5805,0.2165
419,5,961.06,859.71,58.84,824,95.9951,0.2153
420,6,956.35,859.71,58.84,946,99.26,0.2091
421,5,967.95,889.7,58.27,1081,91.6744,0.1781
422,7,963.47,909.7,58.27,815,99.2638,0.179
423,6,949.35,859.71,57.71,1239,79.1768,0.2107
424,5,964.85,859.71,57.71,1074,75.1397,0.2144
425,5,943.48,859.71,57.71,1162,80.2065,0.2193
426,6,943.69,859.71,58.27,902,81.2639,0.2119
427,6,947.62,849.72,58.27,1411,59.7449,0.182
428,6,887.2,719.76,59.43,1484,55.9299,0.1409
429,7,877.83,719.76,54.07,1527,55.3373,0.1424
430,9,914.86,819.73,54.07,1406,71.5505,0.1763
431,8,909.37,829.72,62.52,531,87.194,0.1774
432,6,893.9,829.72,61.88,624,82.2115,0.2165
433,9,890.95,669.78,61.88,1395,73.6201,0.2105
434,8,746.86,589.8,62.52,1983,66.465,0.1762
435,8,712.07,589.8,71.45,917,74.2639,0.1801
436,7,810.59,689.77,65.24,1777,77.0962,0.1762
437,7,874.56,769.74,62.52,1099,78.3439,0.1733
438,6,889.7,829.72,62.52,521,90.2111,0.2107
439,5,869.09,829.72,65.24,516,76.3566,0.2157
440,8,875.33,829.72,65.24,461,68.9805,0.2142
441,8,876.58,839.72,65.24,372,85.7527,0.2139
442,8,871.22,819.73,65.24,418,73.6842,0.2087
443,8,795.01,639.79,65.96,407,37.1007,0.2446
444,7,743.17,639.79,73.2,629,29.2528,0.2479
445,10,774.88,659.78,71.45,592,37.5,0.2093
446,7,802.3,689.77,71.45,395,40.2532,0.2137
447,7,774.46,699.77,71.45,628,46.6561,0.1793
448,8,710.76,629.79,75.03,527,40.2277,0.21100000000000002
449,8,685.87,609.8,78.97,397,56.1713,0.2134
450,9,733.86,609.8,70.61,1541,44.3219,0.2096
451,8,788.07,679.77,67.44,1734,25.0865,0.2115
452,7,800.59,639.79,65.96,1612,39.205999999999996,0.1784
453,8,778.93,639.79,65.96,2025,27.6543,0.2082
454,9,822.67,719.76,67.44,816,79.902,0.2145
455,9,852.75,769.74,66.69,850,86.3529,0.1777
456,8,851.48,739.75,65.24,1219,52.8302,0.1727
457,7,809.73,709.76,65.24,822,34.0633,0.1411
458,8,814.01,719.76,68.2,502,71.9124,0.2106
459,7,819.73,749.75,68.99,303,91.0891,0.1794
460,7,803.16,749.75,70.61,497,78.672,0.2134
461,8,731.29,589.8,70.61,629,34.8172,0.2104
462,8,752.91,589.8,66.69,2050,30.0976,0.2097
463,7,848.2,769.74,66.69,497,79.4769,0.1786
464,6,822.67,769.74,68.2,565,76.8142,0.2145
465,8,795.45,759.75,71.45,294,64.2857,0.2155
466,9,790.57,749.75,71.45,292,88.6986,0.2108
467,7,769.47,649.78,73.2,980,30.6122,0.1756
468,7,760.56,649.78,70.61,1333,18.6797,0.2132
469,8,791.68,709.76,69.79,1185,29.9578,0.2105
470,8,806.12,729.76,69.79,664,42.9217,0.2068
471,7,799.46,749.75,70.61,403,48.8834,0.2085
472,9,796.02,749.75,71.45,325,88.6154,0.1795
473,8,802.3,759.75,71.45,325,87.3846,0.2137
474,8,801.12,759.75,71.45,358,90.5028,0.20800000000000002
475,7,788.07,719.76,71.45,570,51.7544,0.1762
476,8,770.01,719.76,71.45,546,31.685,0.2106
477,8,768.39,699.77,73.2,710,27.6056,0.1759
478,8,747.91,619.79,73.2,1215,29.3827,0.1759
479,7,747.38,619.79,72.31,1935,24.8062,0.2113
480,7,772.72,699.77,72.31,708,57.4859,0.1749
481,8,729.76,609.8,74.1,640,35.0,0.2108
482,8,710.26,609.8,75.03,549,34.4262,0.2112
483,8,755.8,699.77,75.03,493,70.1826,0.2089
484,7,766.23,719.76,75.03,339,91.1504,0.1764
485,8,736.93,609.8,75.03,909,65.1265,0.2088
486,8,636.01,519.83,78.97,511,27.9843,0.1747
